,raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover.1,cloud_base_ft_agl.1,sky_cover.2,cloud_base_ft_agl.2,sky_cover.3,cloud_base_ft_agl.3,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
446,KSUO 091235Z AUTO 18007KT 9SM CLR 11/05 A2996 RMK AO2,KSUO,2024-10-09T12:35:00Z,43.259,-100.862,11.0,5.0,180,7.0,,9,29.96,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,830.0
447,KSUN 091235Z AUTO 32010KT 10SM CLR 07/M01 A3019 RMK AO2,KSUN,2024-10-09T12:35:00Z,43.4969,-114.292,7.0,-1.0,320,10.0,,10+,30.19,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1619.0
448,KSTK 091235Z AUTO 17006KT 10SM CLR 02/M01 A3010 RMK AO2,KSTK,2024-10-09T12:35:00Z,40.6133,-103.261,2.0,-1.0,170,6.0,,10+,30.1,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1228.0
449,KSTF 091235Z AUTO 00000KT 8SM CLR 12/10 A2998 RMK AO2,KSTF,2024-10-09T12:35:00Z,33.4326,-88.8506,12.0,10.0,0,0.0,,8,29.98,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,99.0
450,KSTE 091235Z AUTO 00000KT 10SM CLR 01/00 A3013 RMK AO2 T00070001,KSTE,2024-10-09T12:35:00Z,44.5437,-89.5347,0.7,0.1,0,0.0,,10+,30.13,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,335.0
451,KSSI 091235Z AUTO 04012G18KT 10SM SCT026 25/21 A2989 RMK AO2,KSSI,2024-10-09T12:35:00Z,31.1527,-81.3905,25.0,21.0,40,12.0,18.0,10+,29.89,,,True,True,,,,,,,SCT,2600.0,,,,,,,VFR,,,,,,,,,,,,METAR,6.0
452,KSRR 091235Z AUTO 26006KT 10SM CLR 13/00 A3034 RMK AO2,KSRR,2024-10-09T12:35:00Z,33.4667,-105.528,13.0,0.0,260,6.0,,10+,30.34,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,2063.0
453,KSRE 091235Z AUTO 00000KT 10SM CLR 14/08 A3006 RMK AO2,KSRE,2024-10-09T12:35:00Z,35.271,-96.675,14.0,8.0,0,0.0,,10+,30.06,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,306.0
454,KSRB 091235Z AUTO 00000KT 10SM CLR 08/08 A3008 RMK A01,KSRB,2024-10-09T12:35:00Z,36.0529,-85.536,8.0,8.0,0,0.0,,10+,30.08,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,303.0
455,KSQL 091235Z AUTO 00000KT 10SM CLR 14/14 A2996 RMK AO2,KSQL,2024-10-09T12:35:00Z,37.5119,-122.248,14.0,14.0,0,0.0,,10+,29.96,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1.0
456,KSPF 091235Z AUTO 00000KT 8SM CLR 11/M03 A3007 RMK AO2,KSPF,2024-10-09T12:35:00Z,44.4811,-103.788,11.0,-3.0,0,0.0,,8,30.07,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1191.0
457,KSOW 091235Z AUTO 16004KT 10SM BKN120 14/M03 A3029 RMK AO2,KSOW,2024-10-09T12:35:00Z,34.2686,-110.002,14.0,-3.0,160,4.0,,10+,30.29,,,True,True,,,,,,,BKN,12000.0,,,,,,,VFR,,,,,,,,,,,,METAR,1954.0
458,KSOA 091235Z AUTO 00000KT 10SM CLR 12/09 A3013 RMK AO2,KSOA,2024-10-09T12:35:00Z,30.5853,-100.651,12.0,9.0,0,0.0,,10+,30.13,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,654.0
459,KSNL 091235Z AUTO 17004KT 10SM CLR 15/07 A3006 RMK AO2 T01480072,KSNL,2024-10-09T12:35:00Z,35.3611,-96.9445,14.8,7.2,170,4.0,,10+,30.06,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,327.0
460,KSNK 091235Z AUTO 23005KT 10SM CLR 15/11 A3009 RMK AO2 T01490109,KSNK,2024-10-09T12:35:00Z,32.6917,-100.951,14.9,10.9,230,5.0,,10+,30.09,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,738.0
461,KSNC 091235Z AUTO 00000KT 10SM CLR 13/07 A2992 RMK AO2,KSNC,2024-10-09T12:35:00Z,41.383,-72.506,13.0,7.0,0,0.0,,10+,29.92,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,114.0
462,KSMS 091235Z AUTO 00000KT 9SM CLR 14/13 A3004 RMK AO2,KSMS,2024-10-09T12:35:00Z,34.0003,-80.3582,14.0,13.0,0,0.0,,9,30.04,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,53.0
463,KSME 091235Z AUTO 00000KT 10SM CLR 08/08 A3009 RMK AO2,KSME,2024-10-09T12:35:00Z,37.0529,-84.6141,8.0,8.0,0,0.0,,10+,30.09,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,279.0
464,KSLR 091235Z AUTO 03003KT 10SM CLR 14/10 A3009 RMK AO2 T01350098,KSLR,2024-10-09T12:35:00Z,33.1615,-95.6189,13.5,9.8,30,3.0,,10+,30.09,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,144.0
465,KSLO 091235Z AUTO 00000KT 10SM CLR 08/07 A3012 RMK AO2 T00760071,KSLO,2024-10-09T12:35:00Z,38.6446,-88.9612,7.6,7.1,0,0.0,,10+,30.12,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,173.0
466,KSLB 091235Z AUTO 24008KT CLR 10/03 A3003 RMK AO2,KSLB,2024-10-09T12:35:00Z,42.5972,-95.2399,10.0,3.0,240,8.0,,,30.03,,,True,True,,,,,,,CLR,,,,,,,,,,,,,,,,,,,,METAR,450.0
467,KSJX 091235Z AUTO 33007KT 10SM CLR 10/05 A3007 RMK AO2 T00970046,KSJX,2024-10-09T12:35:00Z,45.6928,-85.5662,9.7,4.6,330,7.0,,10+,30.07,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,202.0
468,KSJS 091235Z AUTO 00000KT 10SM CLR 09/08 A3010 RMK AO2 T00900082,KSJS,2024-10-09T12:35:00Z,37.7489,-82.6413,9.0,8.2,0,0.0,,10+,30.1,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,359.0
469,KSIK 091235Z AUTO 00000KT 1SM BR CLR 08/07 A3010 RMK AO2 T00800068 $,KSIK,2024-10-09T12:35:00Z,36.9027,-89.5577,8.0,6.8,0,0.0,,1,30.1,,,True,True,True,,,,,BR,CLR,,,,,,,,IFR,,,,,,,,,,,,METAR,95.0
470,KSHL 091235Z AUTO 11003KT 10SM CLR 04/03 A3000 RMK AO2,KSHL,2024-10-09T12:35:00Z,43.2082,-95.8354,4.0,3.0,110,3.0,,10+,30.0,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,430.0
471,KSHD 091235Z AUTO 00000KT 10SM CLR 07/06 A3007 RMK AO2 T00700063,KSHD,2024-10-09T12:35:00Z,38.2601,-78.9013,7.0,6.3,0,0.0,,10+,30.07,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,360.0
472,KSGS 091235Z AUTO 00000KT 7SM CLR 08/03 A3005 RMK AO2 T00750030,KSGS,2024-10-09T12:35:00Z,44.8601,-93.0321,7.5,3.0,0,0.0,,7,30.05,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,250.0
473,KSFQ 091235Z AUTO 00000KT 10SM CLR A3004 RMK AO2,KSFQ,2024-10-09T12:35:00Z,36.6825,-76.6013,,,0,0.0,,10+,30.04,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,19.0
474,KSEZ 091235Z AUTO 03010KT 10SM CLR 20/M04 A3015 RMK AO2,KSEZ,2024-10-09T12:35:00Z,34.8467,-111.788,20.0,-4.0,30,10.0,,10+,30.15,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1455.0
475,KSEP 091235Z AUTO 00000KT 10SM CLR 16/10 A3009 RMK AO2 T01570103,KSEP,2024-10-09T12:35:00Z,32.215,-98.1793,15.7,10.3,0,0.0,,10+,30.09,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,399.0
476,KSEF 091235Z AUTO 07009KT 10SM SCT040 SCT090 SCT120 25/25 A2975 RMK AO2 LTG DSNT NE T02490247,KSEF,2024-10-09T12:35:00Z,27.4553,-81.3415,24.9,24.7,70,9.0,,10+,29.75,,,True,True,,,,,,,SCT,4000.0,SCT,9000.0,SCT,12000.0,,,VFR,,,,,,,,,,,,METAR,17.0
477,KSEE 091235Z AUTO 00000KT 1 1/2SM BR OVC003 15/15 A2991 RMK AO2,KSEE,2024-10-09T12:35:00Z,32.8273,-116.974,15.0,15.0,0,0.0,,1.5,29.91,,,True,True,,,,,,BR,OVC,300.0,,,,,,,LIFR,,,,,,,,,,,,METAR,113.0
478,KSDC 091235Z AUTO 24007KT 10SM BKN070 08/05 A2993 RMK AO2,KSDC,2024-10-09T12:35:00Z,43.2355,-77.1201,8.0,5.0,240,7.0,,10+,29.93,,,True,True,,,,,,,BKN,7000.0,,,,,,,VFR,,,,,,,,,,,,METAR,127.0
479,KSDA 091235Z AUTO 00000KT 9SM CLR 06/05 A3006 RMK AO2,KSDA,2024-10-09T12:35:00Z,40.7533,-95.4112,6.0,5.0,0,0.0,,9,30.06,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,293.0
480,KSCX 091235Z AUTO 00000KT 10SM CLR 07/07 A3010 RMK A01,KSCX,2024-10-09T12:35:00Z,36.4553,-84.584,7.0,7.0,0,0.0,,10+,30.1,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,462.0
481,KSCD 091235Z AUTO 12003KT 10SM OVC095 15/13 A3000 RMK AO2 T01490134,KSCD,2024-10-09T12:35:00Z,33.1732,-86.2933,14.9,13.4,120,3.0,,10+,30.0,,,True,True,,,,,,,OVC,9500.0,,,,,,,VFR,,,,,,,,,,,,METAR,164.0
482,KSBX 091235Z AUTO 15005KT 10SM OVC100 12/02 A2997 RMK AO2,KSBX,2024-10-09T12:35:00Z,48.541,-111.871,12.0,2.0,150,5.0,,10+,29.97,,,True,True,,,,,,,OVC,10000.0,,,,,,,VFR,,,,,,,,,,,,METAR,1049.0
483,KSBS 091235Z AUTO 00000KT 10SM CLR 02/M05 A3033 RMK AO1 T00181048,KSBS,2024-10-09T12:35:00Z,40.5153,-106.868,1.8,-4.8,0,0.0,,10+,30.33,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,2097.0
484,KSBO 091235Z AUTO 07004KT 5SM BR CLR 16/13 A3000 RMK AO2,KSBO,2024-10-09T12:35:00Z,32.6111,-82.3702,16.0,13.0,70,4.0,,5,30.0,,,True,True,,,,,,BR,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,98.0
485,KSAZ 091235Z AUTO 00000KT 10SM CLR 04/02 A3005 RMK AO2,KSAZ,2024-10-09T12:35:00Z,46.3785,-94.8017,4.0,2.0,0,0.0,,10+,30.05,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,391.0
486,KSAR 091235Z AUTO 00000KT 10SM CLR 10/09 A3012 RMK AO2 T01010085,KSAR,2024-10-09T12:35:00Z,38.1463,-89.7025,10.1,8.5,0,0.0,,10+,30.12,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,162.0
487,KSAN 091235Z 19003KT 5SM BR OVC005 17/16 A2993 RMK AO2 T01720156,KSAN,2024-10-09T12:35:00Z,32.7365,-117.197,17.2,15.6,190,3.0,,5,29.93,,,,True,,,,,,BR,OVC,500.0,,,,,,,IFR,,,,,,,,,,,,SPECI,3.0
488,KSAA 091235Z AUTO 16010KT 10SM CLR 05/M08 A3031 RMK AO2,KSAA,2024-10-09T12:35:00Z,41.447,-106.815,5.0,-8.0,160,10.0,,10+,30.31,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,2093.0
489,KS52 091235Z AUTO 00000KT 10SM CLR 09/06 A2990 RMK AO2 T00920063,KS52,2024-10-09T12:35:00Z,48.4282,-120.15,9.2,6.3,0,0.0,,10+,29.9,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,517.0
490,KS39 091235Z AUTO 00000KT 10SM BKN022 OVC027 03/01 A3005 RMK AO2,KS39,2024-10-09T12:35:00Z,44.2858,-120.901,3.0,1.0,0,0.0,,10+,30.05,,,True,True,,,,,,,BKN,2200.0,OVC,2700.0,,,,,MVFR,,,,,,,,,,,,METAR,987.0
491,KS34 091235Z AUTO 00000KT 10SM CLR 04/04 A2999 RMK AO2,KS34,2024-10-09T12:35:00Z,47.4718,-114.901,4.0,4.0,0,0.0,,10+,29.99,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,750.0
492,KS33 091235Z AUTO 16004KT 10SM CLR 06/04 A3005 RMK AO2,KS33,2024-10-09T12:35:00Z,44.6653,-121.157,6.0,4.0,160,4.0,,10+,30.05,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,739.0
493,KS32 091235Z AUTO 16008KT 10SM CLR 09/05 A2992 RMK AO2 TSNO,KS32,2024-10-09T12:35:00Z,47.424,-98.11,9.0,5.0,160,8.0,,10+,29.92,,,True,True,,,True,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,435.0
494,KS25 091235Z AUTO 00000KT 10SM 07/M00 A2993 RMK AO2,KS25,2024-10-09T12:35:00Z,47.7954,-103.257,7.0,0.0,0,0.0,,10+,29.93,,,True,True,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,632.0
495,KS24 091235Z AUTO 22004KT 10SM CLR 06/05 A3009 RMK AO2,KS24,2024-10-09T12:35:00Z,41.296,-83.037,6.0,5.0,220,4.0,,10+,30.09,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,203.0
496,KS21 091235Z AUTO 20003KT 10SM BKN020 01/00 A3013 RMK AO2,KS21,2024-10-09T12:35:00Z,43.8801,-121.454,1.0,0.0,200,3.0,,10+,30.13,,,True,True,,,,,,,BKN,2000.0,,,,,,,MVFR,,,,,,,,,,,,METAR,1269.0
497,KRZT 091235Z AUTO 00000KT 10SM CLR 06/06 A3011 RMK AO2 PWINO,KRZT,2024-10-09T12:35:00Z,39.4402,-83.0209,6.0,6.0,0,0.0,,10+,30.11,,,True,True,,,,,True,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,217.0
498,KRZR 091235Z AUTO 00000KT 09/09 A3004 RMK A01,KRZR,2024-10-09T12:35:00Z,35.207,-84.8005,9.0,9.0,0,0.0,,,30.04,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,259.0
499,KRZN 091235Z AUTO 00000KT 10SM CLR 00/M02 A3010 RMK AO2 T10051016,KRZN,2024-10-09T12:35:00Z,45.8229,-92.3706,-0.5,-1.6,0,0.0,,10+,30.1,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,301.0
500,KRZL 091235Z AUTO 00000KT 10SM CLR 06/05 A3010 RMK AO2,KRZL,2024-10-09T12:35:00Z,40.9488,-87.1851,6.0,5.0,0,0.0,,10+,30.1,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,210.0
501,KRYW 091235Z AUTO 09003KT 10SM CLR 17/07 A3009 RMK AO2 T01670073,KRYW,2024-10-09T12:35:00Z,30.498,-97.969,16.7,7.3,90,3.0,,10+,30.09,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,370.0
502,KRYV 091235Z AUTO 00000KT 10SM CLR 04/04 A3010 RMK AO2 T00420039,KRYV,2024-10-09T12:35:00Z,43.1702,-88.7251,4.2,3.9,0,0.0,,10+,30.1,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,249.0
503,KRWV 091235Z AUTO 35003KT 10SM CLR 14/09 A3005 RMK AO2 T01410086,KRWV,2024-10-09T12:35:00Z,30.5161,-96.7051,14.1,8.6,350,3.0,,10+,30.05,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,116.0
504,KRVL 091235Z AUTO 00000KT 9SM CLR 08/07 A2997 RMK AO2,KRVL,2024-10-09T12:35:00Z,40.6768,-77.6251,8.0,7.0,0,0.0,,9,29.97,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,250.0
505,KRVJ 091235Z AUTO 05006KT 10SM CLR 18/15 A2997 RMK AO2 T01800150,KRVJ,2024-10-09T12:35:00Z,32.059,-82.153,18.0,15.0,50,6.0,,10+,29.97,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,60.0
506,KRVF 091235Z AUTO 19005KT 8SM BKN030 BKN038 03/M01 A3013 RMK AO2,KRVF,2024-10-09T12:35:00Z,45.534,-112.303,3.0,-1.0,190,5.0,,8,30.13,,,True,True,,,,,,,BKN,3000.0,BKN,3800.0,,,,,MVFR,,,,,,,,,,,,METAR,1445.0
507,KRTS 091235Z AUTO 32004KT 10SM CLR 07/M04 A3015 RMK AO2,KRTS,2024-10-09T12:35:00Z,39.6658,-119.873,7.0,-4.0,320,4.0,,10+,30.15,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1537.0
508,KRSN 091235Z AUTO 00000KT 10SM CLR 10/09 A3000 RMK AO2 T01010093 $,KRSN,2024-10-09T12:35:00Z,32.5159,-92.5899,10.1,9.3,0,0.0,,10+,30.0,,,True,True,True,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,86.0
509,KRRT 091235Z AUTO 13007KT 10SM CLR 06/01 A3003 RMK AO2,KRRT,2024-10-09T12:35:00Z,48.9318,-95.3405,6.0,1.0,130,7.0,,10+,30.03,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,327.0
510,KRRL 091235Z AUTO 00000KT 10SM CLR M02/M02 A3013 RMK AO2 T10161016 TSNO,KRRL,2024-10-09T12:35:00Z,45.1985,-89.71,-1.6,-1.6,0,0.0,,10+,30.13,,,True,True,,,True,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,397.0
511,KRQB 091235Z AUTO 00000KT 10SM CLR 01/01 A3009 RMK AO2 T00050005,KRQB,2024-10-09T12:35:00Z,43.722,-85.498,0.5,0.5,0,0.0,,10+,30.09,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,282.0
512,KRPJ 091235Z AUTO 00000KT 10SM CLR 05/03 A3008 RMK AO2 T00450030,KRPJ,2024-10-09T12:35:00Z,41.8906,-89.0817,4.5,3.0,0,0.0,,10+,30.08,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,234.0
513,KRPH 091235Z AUTO 00000KT 9SM CLR 16/11 A3004 RMK AO2 T01620110 $,KRPH,2024-10-09T12:35:00Z,33.1096,-98.5537,16.2,11.0,0,0.0,,9,30.04,,,True,True,True,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,341.0
514,KRPD 091235Z AUTO 00000KT 10SM CLR 01/00 A3011 RMK AO2 T00080000,KRPD,2024-10-09T12:35:00Z,45.4186,-91.7764,0.8,0.0,0,0.0,,10+,30.11,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,334.0
515,KROX 091235Z AUTO 13004KT 10SM CLR 06/01 A3001 RMK AO2,KROX,2024-10-09T12:35:00Z,48.856,-95.6949,6.0,1.0,130,4.0,,10+,30.01,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,320.0
516,KROS 091235Z AUTO 00000KT 10SM CLR 03/02 A3008 RMK AO2,KROS,2024-10-09T12:35:00Z,45.6962,-92.9543,3.0,2.0,0,0.0,,10+,30.08,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,282.0
517,KRNV 091235Z AUTO 36005KT 9SM CLR 11/09 A3002 RMK AO2 T01110093 $,KRNV,2024-10-09T12:35:00Z,33.762,-90.759,11.1,9.3,360,5.0,,9,30.02,,,True,True,True,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,42.0
518,KRNP 091235Z AUTO 00000KT 10SM BKN043 05/03 A3009 RMK AO2 T00480031,KRNP,2024-10-09T12:35:00Z,42.9937,-84.1347,4.8,3.1,0,0.0,,10+,30.09,,,True,True,,,,,,,BKN,4300.0,,,,,,,VFR,,,,,,,,,,,,METAR,224.0
519,KRNH 091235Z AUTO 00000KT 10SM CLR 05/02 A3008 RMK AO2 T00480020,KRNH,2024-10-09T12:35:00Z,45.1476,-92.5335,4.8,2.0,0,0.0,,10+,30.08,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,302.0
520,KRNC 091235Z AUTO 00000KT 10SM 09/09 A3008 RMK A01,KRNC,2024-10-09T12:35:00Z,35.6991,-85.8402,9.0,9.0,0,0.0,,10+,30.08,,,True,True,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,310.0
521,KRMY 091235Z AUTO 00000KT 10SM CLR 02/02 A3010 RMK AO2 T00210015,KRMY,2024-10-09T12:35:00Z,42.2524,-84.9526,2.1,1.5,0,0.0,,10+,30.1,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,285.0
522,KRMN 091235Z AUTO 00000KT 10SM CLR 10/08 A3002 RMK AO2 T00970080,KRMN,2024-10-09T12:35:00Z,38.3941,-77.4523,9.7,8.0,0,0.0,,10+,30.02,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,50.0
523,KRLD 091235Z AUTO 00000KT 10SM CLR 16/13 A2994 RMK AO2 T01600125,KRLD,2024-10-09T12:35:00Z,46.3086,-119.306,16.0,12.5,0,0.0,,10+,29.94,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,118.0
524,KRKW 091235Z AUTO 00000KT 10SM CLR 10/07 A3008 RMK A01,KRKW,2024-10-09T12:35:00Z,35.922,-84.689,10.0,7.0,0,0.0,,10+,30.08,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,505.0
525,KRKR 091235Z AUTO 00000KT 10SM CLR 09/08 A3009 RMK AO2,KRKR,2024-10-09T12:35:00Z,35.0187,-94.6202,9.0,8.0,0,0.0,,10+,30.09,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,136.0
526,KRID 091235Z AUTO 00000KT 10SM CLR 04/03 A3009 RMK AO2,KRID,2024-10-09T12:35:00Z,39.7579,-84.8359,4.0,3.0,0,0.0,,10+,30.09,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,346.0
527,KRGK 091235Z AUTO 08004KT 10SM CLR 09/03 A3005 RMK AO2,KRGK,2024-10-09T12:35:00Z,44.5927,-92.4844,9.0,3.0,80,4.0,,10+,30.05,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,238.0
528,KRGA 091235Z AUTO 00000KT 10SM CLR 06/06 A3012 RMK AO2,KRGA,2024-10-09T12:35:00Z,37.6305,-84.329,6.0,6.0,0,0.0,,10+,30.12,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,301.0
529,KRFI 091235Z AUTO 00000KT 10SM CLR 11/08 A3006 RMK AO2 T01130075 PWINO,KRFI,2024-10-09T12:35:00Z,32.1441,-94.8539,11.3,7.5,0,0.0,,10+,30.06,,,True,True,,,,,True,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,133.0
530,KREG 091235Z AUTO 32004KT 10SM CLR 16/12 A2993 RMK AO2 T01570119,KREG,2024-10-09T12:35:00Z,30.1756,-90.9397,15.7,11.9,320,4.0,,10+,29.93,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,3.0
531,KRDK 091235Z AUTO 00000KT 10SM CLR 05/05 A3007 RMK AO2,KRDK,2024-10-09T12:35:00Z,41.0107,-95.2622,5.0,5.0,0,0.0,,10+,30.07,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,317.0
532,KRCX 091235Z AUTO 00000KT 10SM CLR 01/00 A3013 RMK AO2 T00080001,KRCX,2024-10-09T12:35:00Z,45.4935,-90.9985,0.8,0.1,0,0.0,,10+,30.13,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,373.0
533,KRCV 091235Z AUTO 27015KT 10SM CLR 07/M04 A3040 RMK AO2 T00661037,KRCV,2024-10-09T12:35:00Z,37.7092,-106.355,6.6,-3.7,270,15.0,,10+,30.4,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,2418.0
534,KRCR 091235Z AUTO 00000KT 10SM CLR 05/05 A3010 RMK AO2,KRCR,2024-10-09T12:35:00Z,41.0651,-86.1864,5.0,5.0,0,0.0,,10+,30.1,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,240.0
535,KRCM 091235Z AUTO 00000KT 10SM CLR 05/04 A3010 RMK AO2,KRCM,2024-10-09T12:35:00Z,38.7855,-93.8058,5.0,4.0,0,0.0,,10+,30.1,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,242.0
536,KRCE 091235Z AUTO 16015KT 10SM CLR 18/09 A3000 RMK AO2,KRCE,2024-10-09T12:35:00Z,35.4971,-97.8255,18.0,9.0,160,15.0,,10+,30.0,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,412.0
537,KRBW 091235Z AUTO 05005KT 10SM CLR 15/13 A3001 RMK AO2,KRBW,2024-10-09T12:35:00Z,32.921,-80.64,15.0,13.0,50,5.0,,10+,30.01,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,30.0
538,KRBO 091235Z AUTO 02003KT 10SM CLR 19/19 A2999 RMK AO2 T01900185,KRBO,2024-10-09T12:35:00Z,27.7781,-97.6878,19.0,18.5,20,3.0,,10+,29.99,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,24.0
539,KRAW 091235Z AUTO 00000KT 10SM CLR 07/06 A3012 RMK AO2,KRAW,2024-10-09T12:35:00Z,38.3484,-93.3436,7.0,6.0,0,0.0,,10+,30.12,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,285.0
